,source,target,total_freq,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
3606,65,15,26,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,26,26,26,26,26,26
3607,65,16,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3608,65,18,10,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10,10,10,10,10,10
3609,65,19,6,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6
3610,65,20,9,0,2,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9
3611,65,22,116,0,0,0,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
3612,65,24,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3613,65,27,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3614,65,28,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
3615,65,30,6,0,2,2,2,2,2,2,2,2,2,3,5,5,5,5,6,6,6,6,6,6
3616,65,32,380,0,3,3,343,343,343,343,343,343,343,343,343,343,343,343,380,380,380,380,380,380
3617,65,33,12,0,0,0,1,1,1,1,1,1,1,2,12,12,12,12,12,12,12,12,12,12
3618,65,35,193,0,0,0,67,67,67,67,67,67,83,109,109,109,109,109,193,193,193,193,193,193
3619,65,36,9,0,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9
3620,65,37,1792,0,2,2,971,972,972,972,972,972,972,1316,1488,1488,1488,1488,1792,1792,1792,1792,1792,1792
3621,65,38,7,0,2,2,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
3622,65,40,23,0,0,0,6,6,6,6,6,6,6,12,18,18,18,18,23,23,23,23,23,23
3623,65,42,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3624,65,43,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
3625,65,44,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,5,5,5,5
3626,65,46,23,0,0,0,1,1,1,1,1,1,1,13,13,13,13,13,23,23,23,23,23,23
3627,65,47,4,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3628,65,48,7,0,2,2,4,4,4,4,4,4,6,7,7,7,7,7,7,7,7,7,7,7
3629,65,49,28,0,1,1,1,1,1,1,1,1,1,11,17,17,17,17,28,28,28,28,28,28
3630,65,51,132,0,0,0,3,3,3,3,3,3,24,132,132,132,132,132,132,132,132,132,132,132
3631,65,52,6,0,0,0,0,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6
3632,65,55,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3633,65,56,434,0,1,1,1,1,1,1,1,1,2,2,5,5,5,5,434,434,434,434,434,434
3634,65,57,20,0,0,0,0,0,0,0,0,0,0,18,19,19,19,19,20,20,20,20,20,20
3635,65,60,6412,0,1,1,1018,1021,1021,1021,1021,1021,1569,4334,6412,6412,6412,6412,6412,6412,6412,6412,6412,6412
3636,65,62,3068,0,2,6,1546,1546,1546,1546,1546,1546,1840,2451,2451,2451,2451,2451,3068,3068,3068,3068,3068,3068
3637,65,63,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
3638,65,64,17,0,0,0,12,12,12,12,12,12,12,14,17,17,17,17,17,17,17,17,17,17
3639,65,66,21,0,2,2,11,11,11,11,11,11,11,11,21,21,21,21,21,21,21,21,21,21
3640,65,67,5678,0,7,7,1378,1380,1380,1380,1380,1380,1757,3736,5191,5191,5191,5191,5678,5678,5678,5678,5678,5678
3641,65,68,97,0,0,0,0,0,0,0,0,0,1,91,92,92,92,92,97,97,97,97,97,97
3642,65,69,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3643,65,70,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3644,65,71,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3645,65,72,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,32,32,32,32,32,32
3646,65,74,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3647,65,75,158,0,0,0,0,0,0,0,0,0,11,146,150,150,150,150,158,158,158,158,158,158
3648,65,76,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3649,65,77,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27,27,27,27,27,27
3650,65,79,71,0,0,0,0,0,0,0,0,0,0,18,51,51,51,51,71,71,71,71,71,71
3651,66,1,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5
3652,66,2,656,0,0,180,182,182,183,370,370,370,370,370,370,370,370,370,370,375,656,656,656,656
3653,66,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2
3654,66,5,28,0,3,8,11,11,11,11,11,11,11,11,11,11,11,11,11,12,28,28,28,28
3655,66,6,480,0,1,123,123,123,123,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
3656,66,8,109,0,0,37,38,38,38,104,104,104,104,104,104,104,104,104,104,109,109,109,109,109
3657,66,9,54,0,0,0,0,1,1,2,2,14,14,14,14,14,14,14,14,17,21,22,54,54
3658,66,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3659,66,12,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3660,66,14,8,0,0,4,5,5,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8
3661,66,15,34,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,34,34
3662,66,16,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3663,66,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5
3664,66,19,11,0,0,3,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3665,66,20,1584,0,56,547,548,548,550,860,860,860,860,860,860,860,860,860,860,870,1566,1582,1584,1584
3666,66,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,29,29,29
3667,66,22,6,0,0,0,2,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6
3668,66,23,1347,0,17,196,197,201,201,357,357,357,357,357,357,357,357,357,357,364,914,970,1347,1347
3669,66,24,12,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,5,12,12,12,12
3670,66,25,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3671,66,28,11,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,11
3672,66,29,19,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,19
3673,66,30,1945,0,58,683,736,743,749,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1161,1930,1943,1945,1945
3674,66,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,32,32,32
3675,66,32,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3676,66,33,169,0,0,28,28,29,29,62,62,62,62,62,62,62,62,62,62,63,169,169,169,169
3677,66,34,149,0,0,40,44,45,46,83,83,83,83,83,83,83,83,83,83,83,149,149,149,149
3678,66,35,19,0,0,5,6,6,6,7,7,19,19,19,19,19,19,19,19,19,19,19,19,19
3679,66,36,96,0,0,1,2,2,2,17,17,19,19,19,19,19,19,19,19,22,96,96,96,96
3680,66,37,6,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,5,5,5,6,6
3681,66,38,4,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3682,66,40,11,0,0,0,1,1,2,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11
3683,66,42,2019,0,2,105,108,109,112,242,242,242,242,242,242,242,242,242,242,248,954,1053,2019,2019
3684,66,43,354,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,7,7,29,354,354
3685,66,44,169,0,0,34,34,35,35,86,86,86,86,86,86,86,86,86,86,89,165,165,169,169
3686,66,45,20,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,7,8,10,20,20
3687,66,46,80,0,0,3,3,3,5,8,8,10,10,10,10,10,10,10,10,13,80,80,80,80
3688,66,47,41,0,0,11,12,12,12,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
3689,66,48,6,0,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3690,66,49,17,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,17
3691,66,51,173,0,0,117,159,168,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
3692,66,54,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5
3693,66,55,45,0,0,0,2,2,3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
3694,66,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
3695,66,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5
3696,66,58,6,0,0,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3697,66,59,197,0,0,2,5,7,8,8,8,8,8,8,8,8,8,8,8,13,197,197,197,197
3698,66,60,687,0,0,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,687,687
3699,66,61,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3700,66,62,12,0,0,0,1,2,2,4,4,5,5,5,5,5,5,5,5,10,10,11,12,12
3701,66,63,20,0,0,11,11,11,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
3702,66,64,40,0,0,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,21,22,40,40
3703,66,65,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3704,66,67,4,0,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
3705,66,68,29,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,11,14,14,29,29
3706,66,69,12,0,0,2,3,7,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
3707,66,70,53,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,50,50,53,53
3708,66,71,28,0,0,1,2,2,3,4,4,5,5,5,5,5,5,5,5,7,20,28,28,28
3709,66,72,22,0,0,1,3,6,7,10,10,10,10,10,10,10,10,10,10,11,22,22,22,22
3710,66,74,21,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
3711,66,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,30
3712,66,76,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,897,897
3713,66,77,376,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,8,376,376,376,376
3714,66,78,4,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
3715,66,79,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,194,194,195,195
3716,67,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4
3717,67,4,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3
3718,67,5,5,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,5,5,5,5,5,5
3719,67,6,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3720,67,8,4,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4
3721,67,9,47,0,0,0,0,27,27,27,27,28,28,28,28,32,32,32,38,40,45,47,47,47
3722,67,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3723,67,12,565,0,0,1,44,44,44,44,63,63,63,63,63,206,206,206,368,565,565,565,565,565
3724,67,14,5,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
3725,67,15,138,0,0,0,1,2,2,2,9,10,10,10,10,14,14,14,54,96,131,137,138,138
3726,67,18,499,0,0,4,6,39,39,43,43,43,43,43,43,83,83,88,247,410,479,499,499,499
3727,67,19,478,0,0,111,124,279,279,281,281,286,286,286,286,360,360,379,478,478,478,478,478,478
3728,67,20,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,8,8
3729,67,21,7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,5,7,7,7,7
3730,67,22,1128,0,0,64,65,361,361,362,363,369,369,369,369,399,399,399,834,1087,1089,1109,1121,1128
3731,67,23,12,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,10,12,12,12,12,12
3732,67,24,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4
3733,67,28,10,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,10,10,10,10
3734,67,29,35,0,0,1,1,3,3,3,3,4,4,4,4,21,21,21,28,34,34,35,35,35
3735,67,30,2,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3736,67,32,311,0,57,62,93,210,210,211,211,211,211,211,211,301,301,301,311,311,311,311,311,311
3737,67,33,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,10,10,10,10,10
3738,67,34,9,0,2,3,4,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9
3739,67,35,409,0,0,1,2,2,2,51,51,57,57,57,57,82,82,90,176,409,409,409,409,409
3740,67,36,13,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,6,13,13,13,13
3741,67,37,1099,0,21,121,130,221,222,265,265,266,266,266,266,380,380,380,412,752,1028,1098,1099,1099
3742,67,38,7,0,0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3743,67,40,46,0,0,0,2,11,11,11,11,11,11,11,11,27,27,27,32,32,46,46,46,46
3744,67,42,9,0,0,5,6,6,6,6,6,7,7,7,7,7,7,7,8,9,9,9,9,9
3745,67,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
3746,67,44,40,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,38,39,39,39,40,40
3747,67,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,5
3748,67,46,113,0,1,3,6,40,40,40,40,40,40,40,40,40,40,40,85,103,113,113,113,113
3749,67,47,13,0,0,1,3,5,5,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13
3750,67,48,8,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8
3751,67,49,2517,0,1,1,67,67,67,67,68,97,97,97,97,285,285,305,1086,1672,2341,2505,2517,2517
3752,67,51,37,0,31,34,34,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
3753,67,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9
3754,67,54,25,0,0,1,1,3,3,3,3,3,3,3,3,14,14,14,23,25,25,25,25,25
3755,67,55,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3756,67,56,1453,0,3,22,22,22,22,22,22,33,33,33,33,74,74,92,574,1102,1398,1453,1453,1453
3757,67,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4
3758,67,58,2,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3759,67,59,29,0,0,1,1,1,1,1,1,1,1,1,1,6,6,6,16,20,28,29,29,29
3760,67,60,2183,0,0,2,77,406,406,408,409,441,441,441,441,539,539,539,948,1429,2075,2183,2183,2183
3761,67,61,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
3762,67,62,2201,0,58,150,224,390,391,438,454,472,472,472,472,472,472,486,1129,1646,2187,2198,2201,2201
3763,67,63,5,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
3764,67,64,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,8,9,14,16,16
3765,67,65,2518,0,167,289,398,620,620,620,620,620,620,620,620,620,620,620,1236,1981,2518,2518,2518,2518
3766,67,66,37,0,0,3,7,33,33,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37
3767,67,68,83,0,0,0,2,3,3,3,3,3,3,3,3,21,21,21,48,69,71,71,79,83
3768,67,69,49,0,2,6,7,20,20,20,20,20,20,20,20,45,45,45,49,49,49,49,49,49
3769,67,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,7,7
3770,67,71,3,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
3771,67,72,149,0,1,7,9,45,45,45,45,45,45,45,45,63,63,63,114,119,142,149,149,149
3772,67,74,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3773,67,75,117,0,0,0,0,0,0,0,0,1,1,1,1,9,9,9,55,107,114,116,117,117
3774,67,76,7,0,1,1,1,1,1,1,1,1,1,1,1,4,4,5,6,6,6,7,7,7
3775,67,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6
3776,67,78,81,0,0,0,0,0,0,0,3,3,3,3,3,21,21,21,28,78,78,80,81,81
3777,67,79,60,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,37,46,60,60,60,60
3778,67,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
3779,68,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3
3780,68,2,18,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,7,13,18,18,18,18
3781,68,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,12,13,13,13,13
3782,68,5,4268,0,0,6,9,9,9,9,9,9,9,9,9,9,9,19,749,2836,4268,4268,4268,4268
3783,68,6,22,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,11,21,22,22,22,22
3784,68,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9
3785,68,8,246,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,33,246,246,246,246,246
3786,68,9,231,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,78,214,231,231,231,231
3787,68,11,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
3788,68,12,18,0,0,1,1,1,1,1,1,1,1,1,1,1,1,10,10,17,18,18,18,18
3789,68,14,24,0,0,0,1,1,1,1,1,1,1,1,1,1,1,20,23,24,24,24,24,24
3790,68,15,99,1,4,4,4,4,4,4,4,4,4,4,4,4,5,19,63,96,99,99,99,99
3791,68,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3792,68,18,86,0,0,0,1,1,1,1,1,1,1,1,1,1,2,25,28,84,86,86,86,86
3793,68,19,877,0,0,7,11,11,11,11,11,11,11,11,11,11,227,752,877,877,877,877,877,877
3794,68,20,198,0,1,3,3,3,3,3,3,3,3,3,3,3,14,17,39,155,198,198,198,198
3795,68,21,232,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,197,232,232,232,232
3796,68,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,51,59,62,62,62,62
3797,68,23,74,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,33,68,74,74,74,74
3798,68,24,5,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,5,5
3799,68,25,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3800,68,28,46,1,6,6,7,7,7,7,7,7,7,7,7,7,11,11,11,44,46,46,46,46
3801,68,29,1732,0,0,7,10,10,10,10,10,10,10,10,10,10,220,691,1193,1516,1732,1732,1732,1732
3802,68,30,74,0,1,2,2,2,2,2,2,2,2,2,2,2,31,31,31,36,74,74,74,74
3803,68,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2
3804,68,32,17,0,0,4,9,9,9,9,9,9,9,9,9,9,9,15,17,17,17,17,17,17
3805,68,33,12,0,0,0,1,1,1,1,1,1,1,1,1,1,2,4,4,11,12,12,12,12
3806,68,34,762,1,2,2,2,2,2,2,2,2,2,2,2,2,79,83,117,401,762,762,762,762
3807,68,35,186,0,0,0,4,4,4,4,4,4,4,4,4,4,16,129,170,186,186,186,186,186
3808,68,36,86,0,0,1,1,1,1,1,1,1,1,1,1,1,15,17,19,44,86,86,86,86
3809,68,37,28,0,0,1,2,2,2,2,2,2,2,2,2,2,8,17,17,20,28,28,28,28
3810,68,38,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3811,68,40,634,0,2,7,12,12,12,12,12,12,12,12,12,12,20,191,293,555,634,634,634,634
3812,68,42,2166,0,1,1,1,1,1,1,1,1,1,1,1,1,93,459,646,1815,2166,2166,2166,2166
3813,68,43,406,0,1,7,7,7,7,7,7,7,7,7,7,7,197,212,218,314,406,406,406,406
3814,68,44,264,1,6,9,12,12,12,12,12,12,12,12,12,12,19,69,192,262,264,264,264,264
3815,68,45,1702,0,0,3,10,10,10,10,10,10,10,10,10,10,371,1032,1254,1626,1702,1702,1702,1702
3816,68,46,321,1,7,10,12,12,12,12,12,12,12,12,12,12,27,77,126,244,321,321,321,321
3817,68,47,574,0,3,7,9,9,9,9,9,9,9,9,9,9,266,574,574,574,574,574,574,574
3818,68,48,6,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6
3819,68,49,197,0,0,0,4,4,4,4,4,4,4,4,4,4,4,10,112,193,197,197,197,197
3820,68,51,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3821,68,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,7,7,7,7
3822,68,54,3114,0,1,11,18,18,18,18,18,18,18,18,18,18,71,503,756,1717,3114,3114,3114,3114
3823,68,55,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
3824,68,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,12,12,12,12
3825,68,57,82,0,2,2,2,2,2,2,2,2,2,2,2,2,25,36,44,76,82,82,82,82
3826,68,58,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3827,68,59,607,0,1,1,2,2,2,2,2,2,2,2,2,2,35,85,132,268,607,607,607,607
3828,68,60,31,1,6,7,8,8,8,8,8,8,8,8,8,8,15,16,22,25,31,31,31,31
3829,68,61,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,5,5
3830,68,62,260,0,0,5,9,9,9,9,9,9,9,9,9,9,10,111,132,235,260,260,260,260
3831,68,63,13,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,8,13,13,13,13,13
3832,68,64,2880,0,0,9,12,12,12,12,12,12,12,12,12,12,275,1001,1278,2069,2880,2880,2880,2880
3833,68,65,43,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,23,43,43,43,43,43
3834,68,66,3,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3835,68,67,134,0,0,1,2,2,2,2,2,2,2,2,2,2,2,18,90,126,134,134,134,134
3836,68,69,191,0,0,5,5,5,5,5,5,5,5,5,5,5,54,191,191,191,191,191,191,191
3837,68,70,214,0,0,1,2,2,2,2,2,2,2,2,2,2,7,11,24,126,214,214,214,214
3838,68,71,30,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,15,19,30,30,30,30
3839,68,72,4957,0,0,20,35,35,35,35,35,35,35,35,35,35,502,1608,2463,3874,4957,4957,4957,4957
3840,68,75,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1277,1790,2427,3159,3159,3159,3159
3841,68,76,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,54,126,126,126,126
3842,68,77,855,1,6,6,6,6,6,6,6,6,6,6,6,6,14,79,186,634,855,855,855,855
3843,68,78,270,0,0,0,0,0,0,0,0,0,0,0,0,0,7,150,156,234,270,270,270,270
3844,68,79,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,171,668,907,1884,2737,2737,2737,2737
3845,68,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,9,9,9,9,9
3846,69,1,8,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8
3847,69,2,459,0,0,1,1,2,2,2,2,2,2,66,145,216,217,295,371,459,459,459,459,459
3848,69,4,325,58,58,58,58,58,58,58,58,58,58,59,131,233,236,297,324,324,325,325,325,325
3849,69,5,39,1,14,17,18,18,18,18,18,18,18,18,18,24,24,24,33,39,39,39,39,39
3850,69,6,28,1,11,17,17,17,17,17,17,17,18,18,18,18,18,21,28,28,28,28,28,28
3851,69,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
3852,69,8,261,0,7,7,7,8,8,8,8,8,8,8,8,24,24,24,103,261,261,261,261,261
3853,69,9,1911,26,26,26,31,35,37,46,46,56,57,57,257,612,622,1067,1344,1666,1840,1904,1911,1911
3854,69,11,5,1,1,1,1,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5
3855,69,12,7,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,7,7,7,7,7
3856,69,14,85,10,23,23,23,24,24,24,24,25,26,28,50,57,63,73,73,82,85,85,85,85
3857,69,15,316,21,21,22,22,24,24,25,25,26,27,46,53,82,84,85,124,133,245,314,316,316
3858,69,16,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3859,69,18,208,5,7,7,7,7,7,7,7,7,7,15,44,62,77,120,191,201,204,208,208,208
3860,69,19,1493,2,232,265,269,269,269,273,273,274,277,380,674,1069,1133,1468,1493,1493,1493,1493,1493,1493
3861,69,20,63,0,6,6,6,6,6,8,8,8,9,12,15,16,16,20,51,58,63,63,63,63
3862,69,21,16,0,0,0,0,0,1,2,2,2,3,3,3,8,8,9,13,15,16,16,16,16
3863,69,22,198,0,0,0,0,1,1,3,3,4,5,11,11,86,93,112,173,195,195,197,198,198
3864,69,23,239,7,7,7,7,8,8,10,10,11,11,20,35,139,151,163,209,220,232,239,239,239
3865,69,24,6,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,5,6,6,6,6,6
3866,69,27,8,0,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3867,69,28,57,0,3,4,4,4,4,4,4,4,4,5,11,26,27,27,32,57,57,57,57,57
3868,69,29,2014,40,79,80,86,88,88,99,99,99,105,116,116,371,494,990,1574,1875,2000,2014,2014,2014
3869,69,30,93,0,9,9,9,9,9,9,9,9,9,13,13,13,14,14,23,26,85,93,93,93
3870,69,31,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,8,8,8,8
3871,69,32,193,23,35,36,36,36,39,39,39,39,40,41,82,87,87,193,193,193,193,193,193,193
