,source,target,total_freq,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
0,1,2,8892,0,15,47,333,335,339,339,339,393,449,621,1185,2489,3713,5274,7130,8362,8892,8892,8892,8892
1,1,4,627,0,0,0,0,0,0,0,0,0,0,0,0,57,250,386,524,600,609,627,627,627
2,1,5,21,0,7,7,9,9,9,9,9,9,9,9,9,9,9,11,15,17,21,21,21,21
3,1,6,8,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,8,8,8
4,1,7,176,0,0,0,0,0,0,0,0,0,0,0,0,6,38,96,96,176,176,176,176,176
5,1,8,60,0,4,4,4,4,4,4,4,4,6,6,10,12,12,12,36,60,60,60,60,60
6,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,1,11,3668,0,0,7,7,7,7,7,7,37,57,184,184,686,1433,2270,2866,3246,3453,3656,3668,3668
8,1,14,2984,0,31,41,119,119,119,119,119,131,137,276,276,772,774,1718,1876,2360,2984,2984,2984,2984
9,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8
10,1,16,160,0,0,0,22,22,24,24,24,24,24,136,138,152,160,160,160,160,160,160,160,160
11,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
12,1,19,8,0,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8
13,1,20,1213,0,8,10,12,12,12,12,12,12,22,24,86,310,667,869,1049,1115,1185,1212,1213,1213
14,1,21,519,0,0,6,28,28,28,28,28,28,50,50,58,108,130,180,218,268,519,519,519,519
15,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
16,1,23,16,0,0,0,0,0,0,0,0,0,0,0,2,2,12,14,14,14,14,16,16,16
17,1,24,7337,0,11,29,33,37,41,41,41,72,198,479,769,2012,3902,4877,5691,6599,7036,7337,7337,7337
18,1,25,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19,1,27,59,0,22,24,24,24,24,24,24,24,24,24,24,24,32,44,52,54,59,59,59,59
20,1,28,13,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
21,1,29,7,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7
22,1,30,653,0,1,5,5,5,5,5,5,5,42,56,56,56,220,308,506,554,633,653,653,653
23,1,31,2302,0,0,0,0,0,0,0,0,0,0,0,2,8,494,904,1052,1978,1988,2292,2302,2302
24,1,32,9,0,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9
25,1,33,63,0,0,0,0,0,0,0,0,0,0,0,0,4,18,48,52,62,63,63,63,63
26,1,34,59,0,15,15,15,15,15,15,15,15,15,15,15,15,45,59,59,59,59,59,59,59
27,1,36,380,0,5,5,5,5,5,5,5,7,9,9,19,41,103,177,231,377,380,380,380,380
28,1,37,29,0,8,8,8,8,8,8,8,8,8,8,8,8,8,20,20,20,29,29,29,29
29,1,38,3,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
30,1,40,10,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,8,10,10,10,10,10
31,1,42,316,0,11,15,17,17,17,17,17,17,17,17,19,23,143,217,265,279,295,315,316,316
32,1,43,57,0,0,0,0,0,0,0,0,0,0,0,2,2,2,22,24,26,27,57,57,57
33,1,44,302,0,0,2,2,2,2,2,2,2,14,24,36,83,229,271,285,297,302,302,302,302
34,1,45,5,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,5,5,5
35,1,46,864,0,0,0,0,0,0,0,0,0,4,22,24,184,294,454,564,820,864,864,864,864
36,1,47,53,0,9,9,9,9,9,9,9,9,9,9,9,11,47,53,53,53,53,53,53,53
37,1,48,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
38,1,49,22,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,22,22,22
39,1,51,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40,1,52,1214,0,0,2,26,26,26,26,26,41,83,254,348,526,798,1214,1214,1214,1214,1214,1214,1214
41,1,55,27,0,1,1,1,1,1,1,1,1,1,1,1,3,27,27,27,27,27,27,27,27
42,1,56,43,0,19,19,19,19,19,19,19,19,19,19,19,19,19,35,35,35,40,43,43,43
43,1,57,7307,0,27,47,47,47,51,51,51,91,163,502,1025,2130,3186,4460,5810,6820,7307,7307,7307,7307
44,1,58,1282,0,0,0,0,4,4,4,4,47,119,345,349,550,738,832,1044,1076,1146,1282,1282,1282
45,1,59,267,0,0,2,4,4,4,4,4,4,6,8,22,46,124,158,200,216,232,267,267,267
46,1,60,51,0,2,4,4,4,4,4,4,8,8,8,8,10,10,10,10,50,50,51,51,51
47,1,61,14982,0,4,4,4,4,4,4,4,14,136,317,1044,3590,6305,9354,11324,13150,14333,14973,14982,14982
48,1,62,30,0,4,4,4,4,4,4,4,4,6,6,6,6,12,14,20,30,30,30,30,30
49,1,63,6685,0,0,4,170,170,172,172,172,172,388,669,1238,3143,4005,4917,5057,6685,6685,6685,6685,6685
50,1,64,285,0,0,0,0,0,0,0,0,0,0,6,8,44,110,166,188,256,269,285,285,285
51,1,65,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
52,1,66,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
53,1,67,8,0,4,4,4,4,4,4,4,4,4,4,6,8,8,8,8,8,8,8,8,8
54,1,68,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4
55,1,69,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
56,1,70,147,0,19,21,21,21,21,21,21,21,21,23,29,47,63,97,117,139,146,147,147,147
57,1,71,3017,0,13,23,283,283,283,283,283,312,350,462,652,1084,1128,1502,2368,2802,3012,3016,3017,3017
58,1,72,22,0,0,0,0,0,0,0,0,0,2,4,4,4,10,12,14,14,22,22,22,22
59,1,74,22,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
60,1,75,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,46,53,54,55,55
61,1,76,144,0,6,6,6,6,6,6,6,6,8,8,8,58,92,98,108,136,137,143,144,144
62,1,77,595,0,0,0,0,0,0,0,0,0,0,0,0,337,367,427,593,593,595,595,595,595
63,1,79,39,0,0,0,0,0,0,0,0,0,0,0,2,2,6,14,18,28,39,39,39,39
64,1,80,197,0,0,0,0,0,0,0,0,0,0,0,4,156,176,184,188,196,196,197,197,197
65,2,1,1788,0,0,36,38,38,38,59,61,75,135,322,432,584,719,1224,1499,1788,1788,1788,1788,1788
66,2,4,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,5,5,5,5,5
67,2,5,18,0,0,0,0,0,0,0,0,1,1,1,1,5,5,6,13,18,18,18,18,18
68,2,6,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,8,8,8,8,8,8
69,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
70,2,8,36,0,1,1,2,2,7,7,7,10,10,10,10,11,11,11,32,36,36,36,36,36
71,2,9,4,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,4,4,4,4
72,2,11,17,0,0,0,0,0,0,0,1,5,5,5,5,6,11,13,16,17,17,17,17,17
73,2,12,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
74,2,14,1332,0,1,185,187,187,190,241,263,266,268,269,342,476,476,976,980,1332,1332,1332,1332,1332
75,2,15,7,0,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,7,7,7,7,7
76,2,16,7,0,0,0,0,0,0,0,2,4,4,4,6,7,7,7,7,7,7,7,7,7
77,2,18,9,0,0,0,0,0,0,0,0,4,4,4,4,5,5,9,9,9,9,9,9,9
78,2,20,139,0,0,1,1,1,3,3,3,3,14,21,21,35,62,88,127,139,139,139,139,139
79,2,21,29,0,0,0,0,0,0,5,5,9,10,11,17,20,20,21,23,29,29,29,29,29
80,2,22,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,2,23,135,0,0,1,3,3,3,3,3,3,4,6,6,14,78,109,129,135,135,135,135,135
82,2,24,203,0,0,0,0,0,0,0,0,3,8,23,24,40,80,105,110,203,203,203,203,203
83,2,25,144,0,1,1,1,1,140,143,143,144,144,144,144,144,144,144,144,144,144,144,144,144
84,2,27,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,6,6,6,6,6,6
85,2,28,3,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
86,2,29,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
87,2,30,108,0,0,1,1,1,4,4,4,4,11,22,23,23,30,73,101,108,108,108,108,108
88,2,31,160,0,0,0,0,0,0,0,0,0,0,2,2,6,17,103,118,160,160,160,160,160
89,2,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6
90,2,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,6,6,6
91,2,34,51,0,1,2,3,3,5,5,5,7,7,11,11,29,34,37,44,51,51,51,51,51
92,2,35,13,0,0,0,0,0,0,0,1,3,3,4,4,8,8,13,13,13,13,13,13,13
93,2,36,775,0,0,0,0,0,1,26,27,31,64,275,296,465,472,721,743,775,775,775,775,775
94,2,37,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
95,2,38,7,0,0,0,2,2,2,2,2,2,4,7,7,7,7,7,7,7,7,7,7,7
96,2,40,18,0,0,1,1,1,1,1,1,1,1,6,6,7,8,13,13,18,18,18,18,18
97,2,42,86,0,0,2,4,4,8,8,8,11,11,17,19,33,45,48,72,86,86,86,86,86
98,2,43,46,0,0,0,0,0,0,0,0,0,0,2,2,4,4,5,14,46,46,46,46,46
99,2,44,18,0,1,1,1,1,1,1,1,1,3,6,6,9,12,12,16,18,18,18,18,18
100,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
101,2,46,1394,0,1,1,1,1,2,2,7,12,115,255,268,474,514,999,1168,1394,1394,1394,1394,1394
102,2,47,11,0,1,1,1,1,1,1,1,1,1,3,3,4,7,11,11,11,11,11,11,11
103,2,51,10,0,0,1,3,3,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10
104,2,52,21,0,0,0,0,0,2,2,2,2,2,12,12,14,14,19,21,21,21,21,21,21
105,2,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3
106,2,55,41,0,0,5,8,8,13,13,14,16,16,16,16,28,41,41,41,41,41,41,41,41
107,2,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3
108,2,57,1861,0,1,66,66,66,91,95,134,148,238,388,478,690,783,1387,1592,1861,1861,1861,1861,1861
109,2,58,5,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,5
110,2,59,57,0,0,0,0,0,0,0,0,2,3,9,10,20,29,43,53,57,57,57,57,57
111,2,60,5,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
112,2,61,1530,0,0,129,129,129,350,350,351,351,403,558,574,760,765,1193,1380,1530,1530,1530,1530,1530
113,2,62,68,0,0,0,0,0,2,2,2,6,6,16,16,28,30,49,59,68,68,68,68,68
114,2,63,449,0,0,1,1,1,1,2,2,2,2,247,258,343,350,382,389,449,449,449,449,449
115,2,64,21,0,0,0,0,0,0,0,0,0,1,3,3,5,9,9,17,21,21,21,21,21
116,2,65,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
117,2,66,93,0,0,5,5,5,13,14,69,77,79,84,93,93,93,93,93,93,93,93,93,93
118,2,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2
119,2,68,5,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,5,5
120,2,69,23,0,0,0,0,0,0,0,0,0,0,5,5,17,17,23,23,23,23,23,23,23
121,2,70,67,0,0,0,0,0,0,0,0,0,0,7,11,12,19,44,50,67,67,67,67,67
122,2,71,1526,0,1,114,116,116,267,267,267,276,462,734,758,919,1009,1329,1502,1526,1526,1526,1526,1526
123,2,72,10,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,6,10,10,10,10,10
124,2,75,6,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,6,6,6,6,6
125,2,76,1692,0,0,0,0,0,0,0,0,47,160,339,375,546,690,1184,1365,1692,1692,1692,1692,1692
126,2,77,129,0,3,3,3,3,3,3,3,5,7,15,18,55,63,69,114,129,129,129,129,129
127,2,78,3,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3
128,2,79,20,0,0,0,0,0,0,0,0,0,0,3,3,6,7,14,17,20,20,20,20,20
129,2,80,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,4,4,4,4
130,4,1,502,0,2,2,4,16,16,16,16,20,20,26,26,60,164,232,332,454,472,502,502,502
131,4,2,75,0,12,12,24,24,24,24,24,24,24,24,24,52,52,57,61,69,75,75,75,75
132,4,5,33,0,8,8,14,14,14,14,14,16,16,16,16,19,19,20,23,31,33,33,33,33
133,4,6,56,0,18,22,22,22,22,22,24,26,26,50,50,50,50,51,52,56,56,56,56,56
134,4,7,10376,0,12,12,22,22,38,226,248,318,430,1072,1318,1900,2525,3333,4130,6402,8856,10376,10376,10376
135,4,8,88,0,0,2,2,2,2,2,4,6,6,8,8,9,9,9,28,88,88,88,88,88
136,4,9,1202,0,0,0,2,8,8,12,12,20,32,32,70,409,427,665,806,904,1202,1202,1202,1202
137,4,11,11617,0,90,746,868,1274,1302,1304,1310,1750,3082,4500,4720,5631,6646,7324,8557,11489,11617,11617,11617,11617
138,4,12,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
139,4,14,43,0,8,8,8,8,8,8,8,8,8,8,12,13,13,13,41,41,43,43,43,43
140,4,15,253,0,6,6,6,6,8,10,10,30,80,94,96,152,157,192,245,247,253,253,253,253
141,4,16,4313,0,72,1034,1704,2962,3248,3252,3254,3330,3330,3964,4206,4311,4313,4313,4313,4313,4313,4313,4313,4313
142,4,18,2884,0,8,118,126,186,234,258,258,290,412,556,633,902,1170,1420,1820,2796,2884,2884,2884,2884
143,4,19,190,0,0,0,2,4,6,10,10,10,10,10,11,119,122,185,190,190,190,190,190,190
144,4,20,199,0,4,4,4,4,4,4,4,8,10,16,17,30,44,50,63,103,169,199,199,199
145,4,21,634,0,6,14,16,16,16,16,18,38,62,184,217,230,233,256,324,456,634,634,634,634
146,4,22,52,0,0,0,0,0,0,0,0,0,0,2,4,12,28,36,38,50,52,52,52,52
147,4,23,106,0,18,24,24,26,26,26,28,28,28,28,28,67,68,82,88,100,104,106,106,106
148,4,24,3510,0,0,34,170,234,240,396,396,410,740,1366,1447,1734,1993,2193,2520,3280,3510,3510,3510,3510
149,4,25,16,0,6,10,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16
150,4,27,113,0,38,40,42,42,42,42,42,42,42,54,54,71,75,76,77,103,113,113,113,113
151,4,28,49,0,38,40,40,40,40,40,40,40,40,40,40,48,49,49,49,49,49,49,49,49
152,4,29,46,0,10,10,10,10,10,10,10,10,10,10,10,10,12,36,36,44,46,46,46,46
153,4,30,185,0,16,16,16,16,16,16,18,18,36,54,54,54,64,66,83,135,177,185,185,185
154,4,31,381,0,0,0,0,0,0,0,0,0,0,0,2,16,35,47,63,127,353,381,381,381
155,4,32,275,0,6,6,8,8,8,8,8,8,12,12,13,68,106,191,227,275,275,275,275,275
156,4,33,5542,0,4,74,118,288,292,368,374,718,972,1516,1782,2178,2549,3011,3560,5052,5542,5542,5542,5542
157,4,34,33,0,14,14,14,14,14,14,14,14,14,14,18,26,26,29,29,29,33,33,33,33
158,4,35,245,0,0,0,0,0,2,2,2,2,2,4,9,143,143,196,243,245,245,245,245,245
159,4,36,2876,0,94,172,192,278,286,500,500,636,878,1074,1099,1261,1433,1574,1610,2654,2876,2876,2876,2876
160,4,37,28,0,10,10,12,12,12,12,12,12,12,12,12,14,16,18,24,28,28,28,28,28
161,4,38,18,0,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18
162,4,40,90,0,0,0,4,4,4,4,4,4,30,34,39,39,41,79,86,90,90,90,90,90
163,4,42,307,0,22,22,24,24,24,24,26,28,28,34,41,45,56,62,73,105,217,307,307,307
164,4,43,387,0,8,8,8,8,8,8,8,8,8,136,172,186,186,201,239,303,319,387,387,387
165,4,44,1501,0,84,100,126,144,158,164,164,206,234,442,469,667,710,755,923,1361,1501,1501,1501,1501
166,4,45,116,0,0,0,0,0,0,0,0,0,0,2,2,48,49,82,100,112,116,116,116,116
167,4,46,7799,0,304,1000,1354,1780,1898,1904,1904,2208,2528,3382,3644,4312,4689,5098,5867,7545,7799,7799,7799,7799
168,4,47,34,0,8,10,10,10,10,10,10,10,10,12,31,31,32,34,34,34,34,34,34,34
169,4,48,26,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,26,26,26,26
170,4,49,4553,0,0,0,2,2,2,2,2,128,420,1322,1378,1797,2075,2447,2951,4303,4553,4553,4553,4553
171,4,51,10,0,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
172,4,52,5788,0,0,38,790,1825,2371,2631,2631,3315,3953,4865,5054,5238,5363,5597,5788,5788,5788,5788,5788,5788
173,4,54,154,0,4,4,4,8,8,8,8,8,8,8,8,47,48,107,136,144,154,154,154,154
174,4,55,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3
175,4,56,36,0,10,10,10,10,10,10,10,10,10,10,10,16,16,17,24,32,32,36,36,36
176,4,57,6016,0,170,408,408,408,454,548,552,988,1364,2202,2463,2945,3337,3751,4296,5476,6016,6016,6016,6016
177,4,58,204,0,0,0,2,2,2,2,6,34,36,92,92,98,105,105,130,204,204,204,204,204
178,4,59,152,0,6,6,10,10,10,10,10,10,10,40,41,53,63,67,76,90,122,152,152,152
179,4,60,48,0,8,8,10,10,10,10,10,10,10,24,24,26,26,26,26,44,46,48,48,48
180,4,61,557,0,14,16,26,68,74,74,74,78,130,150,150,182,261,271,381,517,541,557,557,557
181,4,62,105,0,0,0,0,0,0,0,0,0,0,10,10,25,28,40,55,103,105,105,105,105
182,4,63,330,0,0,0,0,0,10,10,10,10,44,92,121,193,288,304,312,330,330,330,330,330
183,4,64,701,0,20,36,46,62,77,77,77,81,89,107,163,213,217,242,343,433,623,701,701,701
184,4,65,50,0,6,6,8,8,8,8,8,8,8,24,24,24,24,24,50,50,50,50,50,50
185,4,66,13,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13
186,4,67,46,0,0,0,0,0,0,0,0,0,0,0,1,13,13,27,32,42,44,46,46,46
187,4,68,129,0,6,6,8,8,8,8,8,8,8,10,11,91,91,101,105,127,129,129,129,129
188,4,69,232,0,8,8,10,12,16,16,16,16,16,20,21,144,156,232,232,232,232,232,232,232
189,4,70,175,0,0,0,0,2,4,4,4,6,6,24,28,32,42,47,63,121,175,175,175,175
190,4,71,2363,0,66,302,390,594,622,622,622,748,1118,1468,1496,1741,1743,1791,2019,2347,2363,2363,2363,2363
191,4,72,340,0,10,10,10,10,12,20,20,20,20,24,26,125,143,229,314,328,338,340,340,340
192,4,74,18,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
193,4,75,72,0,0,0,0,0,0,0,0,0,0,0,0,47,47,48,70,72,72,72,72,72
194,4,76,3360,0,0,0,0,0,0,0,0,0,8,474,515,878,985,1192,1596,3050,3320,3360,3360,3360
195,4,77,303,0,8,8,8,8,8,8,8,8,8,64,64,73,93,96,115,145,303,303,303,303
196,4,78,78,0,0,0,0,0,0,0,0,0,0,0,0,55,55,65,66,78,78,78,78,78
197,4,79,161,0,0,0,0,0,0,0,0,0,0,0,23,67,84,105,153,155,161,161,161,161
198,4,80,5403,0,0,0,0,0,0,0,0,0,170,984,1279,1625,2089,2514,2985,5183,5403,5403,5403,5403
199,5,1,16,0,1,3,5,5,5,5,5,5,5,5,6,6,6,7,9,15,16,16,16,16
200,5,2,109,0,24,24,32,32,32,32,32,33,33,41,52,54,54,56,75,106,109,109,109,109
201,5,4,47,0,0,0,0,0,0,0,0,4,4,4,27,36,38,40,43,46,47,47,47,47
202,5,6,1614,1,367,677,677,677,677,677,677,934,935,938,938,938,938,940,1507,1612,1614,1614,1614,1614
203,5,8,233,1,3,54,71,72,72,72,72,88,88,88,89,94,94,94,185,233,233,233,233,233
204,5,9,100,0,0,0,11,11,11,11,11,15,15,15,39,68,68,83,98,99,100,100,100,100
205,5,11,143,0,0,35,92,92,92,92,92,92,92,93,94,96,96,135,141,143,143,143,143,143
206,5,12,16,0,0,0,0,0,0,0,0,0,0,0,8,10,10,13,15,16,16,16,16,16
207,5,14,116,1,12,19,49,49,49,49,49,64,64,73,77,102,103,103,104,115,116,116,116,116
208,5,15,75,0,0,0,2,2,2,2,2,7,7,19,35,69,72,75,75,75,75,75,75,75
209,5,16,127,0,0,37,120,120,120,120,120,120,120,120,123,127,127,127,127,127,127,127,127,127
210,5,18,55,0,3,5,5,5,5,5,5,5,5,7,33,48,49,52,53,54,55,55,55,55
211,5,19,341,1,19,20,35,39,39,39,39,39,39,226,268,308,319,328,341,341,341,341,341,341
212,5,20,951,0,84,248,294,294,294,294,294,314,314,341,385,407,407,618,748,870,951,951,951,951
213,5,21,590,0,0,10,155,155,155,155,155,168,168,172,215,222,222,415,473,538,590,590,590,590
214,5,22,33,0,0,0,0,0,0,0,0,0,0,0,3,14,14,20,29,32,33,33,33,33
215,5,23,1277,0,15,22,67,82,82,82,82,82,82,101,163,235,243,433,904,1165,1277,1277,1277,1277
216,5,24,253,0,0,35,66,66,66,66,66,66,66,69,74,76,78,199,204,251,253,253,253,253
217,5,25,27,0,0,0,21,21,21,21,21,27,27,27,27,27,27,27,27,27,27,27,27,27
218,5,27,111,0,21,36,101,101,101,101,101,101,101,101,101,103,103,107,108,109,111,111,111,111
219,5,28,63,1,7,28,36,36,36,36,36,36,36,37,41,50,50,50,53,58,63,63,63,63
220,5,29,863,1,3,4,17,17,17,17,17,17,17,17,17,29,31,203,537,798,863,863,863,863
221,5,30,787,1,88,201,524,537,537,537,537,554,554,581,585,585,587,656,720,726,787,787,787,787
222,5,31,184,0,0,0,0,0,0,0,0,0,0,0,1,2,2,171,174,184,184,184,184,184
223,5,32,22,0,1,1,5,5,5,5,5,5,5,5,12,17,18,22,22,22,22,22,22,22
224,5,33,83,0,0,3,31,31,31,31,31,31,31,44,53,61,64,66,71,81,83,83,83,83
225,5,34,4002,0,70,174,597,619,619,619,619,1144,1144,1171,1300,1462,1477,2024,2220,3502,4002,4002,4002,4002
226,5,35,200,0,0,2,16,16,16,16,16,21,21,84,128,161,169,187,199,200,200,200,200,200
227,5,36,819,0,10,42,44,78,78,78,78,176,176,185,202,291,291,308,599,710,819,819,819,819
228,5,37,29,1,1,1,3,3,3,3,3,6,6,6,10,17,17,18,22,25,29,29,29,29
229,5,38,1488,0,894,894,1464,1464,1464,1464,1464,1464,1470,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
230,5,40,248,0,0,0,2,2,2,2,2,2,2,72,188,215,215,244,247,248,248,248,248,248
231,5,42,10241,1,402,1004,2055,2195,2195,2195,2195,2556,2556,2639,2747,3542,3553,4316,6166,9294,10241,10241,10241,10241
232,5,43,2611,0,415,548,770,898,898,898,898,898,900,908,1018,1507,1510,1731,2062,2366,2611,2611,2611,2611
233,5,44,951,1,108,126,296,318,318,318,318,318,319,374,397,457,462,525,708,935,951,951,951,951
234,5,45,895,0,0,9,59,59,59,59,59,59,59,97,153,221,229,555,714,856,895,895,895,895
235,5,46,1328,0,63,99,184,190,190,190,190,228,229,258,295,464,474,587,872,1174,1328,1328,1328,1328
236,5,47,3405,1,220,634,1158,1404,1404,1404,1404,2002,2008,2094,2217,2828,2839,3405,3405,3405,3405,3405,3405,3405
237,5,48,68,0,56,56,56,56,56,56,56,56,56,59,67,68,68,68,68,68,68,68,68,68
238,5,49,289,1,87,87,94,94,94,94,94,95,95,121,264,279,281,284,285,288,289,289,289,289
239,5,51,689,0,190,351,673,678,678,678,678,686,686,689,689,689,689,689,689,689,689,689,689,689
240,5,52,69,0,0,0,11,12,12,12,12,12,14,18,29,36,36,68,69,69,69,69,69,69
241,5,54,5103,0,429,456,504,523,523,523,523,684,684,697,698,981,983,1207,2043,3679,5103,5103,5103,5103
242,5,55,609,0,0,9,206,224,224,224,224,256,256,256,256,599,609,609,609,609,609,609,609,609
243,5,56,28,0,1,1,1,1,1,1,1,1,1,1,1,13,13,23,27,27,28,28,28,28
244,5,57,433,0,63,63,63,63,63,63,63,71,71,75,87,101,101,151,275,377,433,433,433,433
245,5,59,2112,0,19,98,519,519,519,519,519,519,522,567,589,698,701,1055,1475,1629,2112,2112,2112,2112
246,5,60,291,0,0,206,215,216,216,216,216,252,252,254,265,269,274,275,277,280,291,291,291,291
247,5,61,20,1,4,5,12,12,12,12,12,12,12,13,13,14,14,14,17,19,20,20,20,20
248,5,62,239,1,52,58,132,134,134,134,134,156,156,162,162,173,176,212,231,237,239,239,239,239
249,5,63,239,0,0,39,95,95,95,95,95,95,95,103,137,148,150,231,239,239,239,239,239,239
250,5,64,6755,0,399,708,1343,1436,1436,1436,1436,1475,1478,1558,1672,2115,2129,2709,3921,5671,6755,6755,6755,6755
251,5,65,16,1,4,4,4,4,4,4,4,4,4,5,15,15,15,15,16,16,16,16,16,16
252,5,66,332,1,2,150,249,256,256,256,256,278,278,310,332,332,332,332,332,332,332,332,332,332
253,5,67,90,1,9,11,19,19,19,19,19,20,20,31,36,77,77,81,85,89,90,90,90,90
254,5,68,8265,0,0,178,321,531,531,531,531,1088,1096,1292,1479,1934,1957,2558,4326,6842,8265,8265,8265,8265
255,5,69,211,0,1,18,40,53,53,53,53,53,53,67,117,174,190,211,211,211,211,211,211,211
256,5,70,522,0,4,84,293,294,294,294,294,306,306,306,308,314,314,507,513,514,522,522,522,522
257,5,71,735,0,26,119,270,290,290,290,290,313,313,328,351,404,407,439,500,679,735,735,735,735
258,5,72,738,0,1,1,13,16,16,16,16,16,16,199,350,447,459,501,521,647,738,738,738,738
259,5,74,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
260,5,75,3744,0,0,0,0,0,0,0,0,0,0,47,78,416,421,759,1765,3234,3744,3744,3744,3744
261,5,76,480,1,22,22,22,22,22,22,22,28,28,40,80,140,142,146,352,403,480,480,480,480
262,5,77,4987,0,0,0,0,0,0,0,0,0,0,43,101,427,437,1221,2702,3894,4987,4987,4987,4987
263,5,78,226,0,0,3,3,3,3,3,3,25,25,31,45,72,72,73,198,226,226,226,226,226
264,5,79,3714,0,0,0,0,0,0,0,0,0,0,0,9,31,31,224,1456,2952,3714,3714,3714,3714
265,5,80,62,0,0,0,0,0,0,0,0,0,0,1,17,19,22,43,47,58,62,62,62,62
