pairname,pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,total
22,0.2-0.0,0.0813,0.6750,0.5062,0.5813,0.3812,0.3250,0.3187,0.2188,0.6750,0.6188,0.8562,0.8063,0.9500,0.6562,0.9062,1.1125,0.9500,0.9250,0.4875,0.2687,12.3000
23,0.2-0.1,0.0577,0.4423,0.5769,0.7115,0.4615,0.3654,0.4231,0.1731,0.7308,0.6538,0.8077,0.7500,0.8654,0.6538,0.8654,0.9231,0.8077,0.7115,0.2692,0.2500,11.5000
24,0.2-0.2,0.0000,0.3750,0.1250,0.3750,0.0000,0.0000,0.0000,0.0000,0.2500,0.7500,0.7500,0.7500,0.6250,0.2500,0.5000,0.7500,0.6250,0.6250,0.2500,0.3750,7.3750
25,0.2-0.3,0.0000,0.5833,0.0000,0.6667,0.0833,0.1667,0.3333,0.2500,0.9167,0.7500,1.1667,0.8333,0.6667,0.4167,0.6667,0.8333,0.7500,0.7500,0.5000,0.3333,10.6667
26,0.2-0.4,0.3750,0.6250,0.0000,0.3750,0.1250,0.3750,0.1250,0.1250,0.6250,0.6250,1.2500,0.7500,1.1250,0.6250,0.5000,0.8750,1.2500,0.1250,0.2500,0.0000,10.1250
27,0.2-0.5,0.0000,0.7500,0.5000,0.1250,0.1250,0.1250,0.2500,0.3750,0.3750,0.7500,0.7500,0.8750,0.7500,0.2500,0.8750,1.3750,0.7500,0.7500,0.7500,0.2500,10.7500
28,0.2-0.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29,0.2-0.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30,0.2-0.8,0.0000,0.5000,1.0000,0.5000,0.5000,0.5000,0.2500,0.5000,0.7500,0.7500,0.7500,0.7500,0.7500,1.2500,1.5000,1.5000,1.5000,1.5000,1.0000,0.2500,16.0000
31,0.2-0.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32,0.2-1.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33,0.3-0.0,0.1250,0.5500,0.0000,0.4417,0.1417,0.1417,0.2333,0.1000,0.6333,0.6833,0.8083,0.5417,0.7167,0.3417,0.6333,0.6083,0.6000,0.5500,0.1750,0.1333,8.1583
34,0.3-0.1,0.1026,0.2564,0.0000,0.5385,0.1795,0.1538,0.3590,0.0256,0.6667,0.5897,0.5385,0.3590,0.5641,0.3846,0.6410,0.5128,0.4615,0.4359,0.1538,0.1795,7.1026
35,0.3-0.2,0.0000,0.5833,0.0000,0.6667,0.0833,0.1667,0.3333,0.2500,0.9167,0.7500,1.1667,0.8333,0.6667,0.4167,0.6667,0.8333,0.7500,0.7500,0.5000,0.3333,10.6667
36,0.3-0.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2222,0.2222,0.2222,0.0000,0.2222,0.0000,0.0000,0.2222,0.0000,0.0000,0.0000,0.0000,1.1111
37,0.3-0.4,0.3333,0.6667,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,1.0000,0.5000,0.6667,0.1667,0.1667,0.5000,0.3333,0.1667,0.0000,0.0000,5.8333
38,0.3-0.5,0.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.5000,1.0000,0.8333,0.3333,0.3333,0.3333,0.6667,0.5000,0.3333,0.5000,0.0000,0.0000,6.3333
39,0.3-0.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40,0.3-0.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
