,dyn_senti_score,rating
217,5.744137931034483,1
218,5.794814814814815,2
219,5.806333333333334,2
220,5.378536585365852,1
221,5.59875,3
222,5.331707317073171,3
223,5.976129032258062,1
224,5.834375,1
225,5.6041935483870935,4
226,5.312380952380953,2
227,4.875384615384615,2
228,5.644375000000001,1
229,5.76,4
230,5.636811594202899,3
231,5.473043478260872,1
232,5.6125,1
233,5.82,2
234,5.557333333333334,3
235,5.706875000000001,4
236,5.3679545454545465,4
237,5.583492063492063,4
238,5.547812500000003,2
239,5.583516483516483,4
240,5.708181818181817,1
241,5.446267605633807,4
242,5.62074074074074,4
243,5.67,4
244,5.363783783783783,2
245,5.544285714285716,3
246,5.6755,2
247,5.650370370370371,1
248,5.848636363636363,2
249,5.632888888888887,2
250,5.830909090909091,1
251,5.6145454545454525,3
252,5.653571428571429,3
253,5.7700000000000005,1
254,5.593448275862067,2
255,5.89448275862069,3
256,5.403225806451613,2
257,5.5900000000000025,4
258,5.7043478260869565,1
259,5.86342105263158,3
260,5.1587692307692325,3
261,5.937560975609754,3
262,5.3961764705882365,4
263,5.5735294117647065,3
264,5.8012000000000015,2
265,5.752962962962961,1
266,5.693928571428572,3
267,5.193124999999998,1
268,5.5159523809523785,1
269,5.484285714285713,2
270,5.49971153846154,2
271,5.685999999999997,2
272,5.678,4
273,5.5783098591549285,2
274,5.614285714285715,1
275,5.729000000000001,1
276,5.498070175438597,1
277,5.796363636363636,4
278,5.4625,4
279,5.3380392156862735,3
280,5.546,1
281,5.757037037037038,3
282,5.697647058823527,1
283,5.947307692307692,1
284,5.265882352941175,4
285,5.4175,3
286,6.096666666666668,1
287,5.015999999999998,3
288,5.793263157894738,3
289,6.061999999999999,1
290,5.605263157894738,1
291,5.382272727272729,4
292,5.632307692307693,3
293,5.4376,2
294,5.3326,3
295,5.451627906976743,1
296,5.800238095238098,4
297,5.21074074074074,3
298,5.462666666666667,4
299,5.4790909090909095,2
300,5.467407407407406,1
301,6.143636363636364,1
302,5.475892857142856,1
303,5.756428571428572,1
304,5.8268421052631565,2
305,5.96121212121212,3
306,5.321874999999999,1
307,5.7204347826086925,2
308,5.6114893617021275,4
309,5.278666666666667,4
310,5.506,4
311,5.7089430894308935,4
312,5.7790625,4
313,5.168823529411767,2
314,5.4507317073170745,1
315,5.299883720930233,1
316,5.2061818181818165,1
317,5.2881081081081085,3
318,5.833571428571429,1
319,4.809189189189191,1
320,5.402407407407408,1
321,5.713157894736844,4
322,5.255840000000002,1
323,5.095945945945943,3
324,5.27591133004926,2
325,5.474390243902439,1
326,5.3096296296296295,2
327,5.674202898550725,1
328,5.131428571428573,1
329,5.2982666666666685,1
330,5.2304477611940285,1
331,4.89470588235294,1
332,5.459189189189188,2
333,5.529230769230769,4
334,5.342142857142859,1
335,5.444545454545453,2
336,5.3220987654320995,3
337,5.759298245614036,3
338,5.6382352941176475,2
339,5.919090909090909,1
340,5.798245614035088,1
341,5.9488524590163925,2
342,5.2838709677419375,1
343,5.152857142857143,2
344,5.6107692307692325,2
345,5.584893617021277,1
346,6.103529411764708,1
347,5.770000000000001,1
348,5.8039999999999985,1
349,5.864827586206894,1
350,5.9186956521739145,1
351,5.522666666666668,1
352,5.604230769230771,1
353,5.474565217391304,1
354,5.083611111111109,1
355,5.467777777777778,1
356,5.155555555555553,1
357,5.228541666666667,1
358,5.529302325581397,1
359,5.8022857142857145,2
360,5.448324607329845,1
361,5.319230769230769,2
362,5.881904761904763,1
363,4.994222222222222,1
364,5.07578947368421,1
365,5.578181818181819,1
366,5.7485964912280725,1
367,5.337446808510639,2
368,5.513194444444443,1
369,5.9263157894736835,1
370,5.48,1
371,5.669032258064518,1
372,5.874736842105262,1
373,5.665135135135134,1
374,5.483846153846153,1
375,5.728235294117646,3
376,5.207027027027028,4
377,5.482564102564101,2
378,6.004117647058825,1
379,5.8521212121212125,2
380,5.3493023255813945,1
381,5.240114285714286,1
382,5.6320588235294125,4
383,5.281935483870969,3
384,5.217101449275361,4
385,5.682641509433964,1
386,5.711515151515153,1
387,5.578064516129031,2
388,5.167999999999998,2
389,5.7703225806451615,1
390,5.664782608695653,3
391,5.6517647058823535,1
392,5.877090909090907,2
393,5.742272727272726,4
394,6.169032258064518,4
395,5.204761904761905,1
396,5.458437500000002,2
397,5.684137931034484,3
398,5.607435897435896,1
399,5.775774647887322,3
400,5.7159999999999975,1
401,5.39,1
402,5.662500000000001,4
403,5.783720930232557,3
404,5.595862068965516,2
405,5.518,1
406,5.698048780487803,3
407,5.488222222222222,3
408,5.6892473118279545,3
409,5.640434782608694,4
410,5.200823529411765,3
411,5.446666666666666,3
412,5.522164948453609,4
413,5.496410256410257,4
414,5.558979591836734,2
415,5.841333333333332,3
416,5.45,3
417,5.16890909090909,3
418,5.8225000000000025,2
419,5.384464285714289,4
420,5.648518518518517,3
421,5.6000000000000005,1
422,5.5865909090909085,1
423,5.4371212121212125,2
424,5.480769230769232,3
425,5.481904761904762,1
426,5.483714285714284,1
427,5.208461538461539,1
428,5.363985507246378,1
429,5.403703703703705,1
430,5.484523809523809,4
431,5.3066,1
432,6.188235294117646,1
433,5.5169696969696975,1
434,5.757184466019418,4
435,5.313037974683543,2
436,5.5735555555555525,1
437,5.601750000000001,1
438,5.704545454545456,2
439,5.770350877192983,4
440,5.544375,1
441,5.356969696969697,1
442,5.222777777777776,2
443,5.77,1
444,5.6352941176470575,3
445,5.773863636363636,4
446,5.448333333333332,1
447,5.71,3
448,5.584,4
449,5.877000000000002,4
450,5.874444444444442,4
451,5.020869565217392,1
452,5.767619047619048,2
453,5.715555555555558,2
454,5.617931034482758,2
455,5.501276595744681,4
456,5.673333333333333,1
457,5.483048780487803,3
458,5.276363636363637,2
459,5.976000000000001,3
460,5.737575757575757,1
461,5.383333333333334,3
462,5.383456790123455,4
463,5.69811023622047,2
464,5.347083333333333,1
465,6.085342465753424,4
466,5.401388888888887,2
467,5.286666666666665,3
468,5.739818181818182,4
469,5.588307692307692,3
470,5.722727272727267,1
471,5.6225000000000005,1
472,5.589444444444445,1
473,5.3582608695652185,4
474,5.5056,1
475,5.719090909090912,1
476,5.9792592592592575,1
477,5.4751724137931035,3
478,5.4431683168316845,1
479,5.292777777777777,2
480,5.866857142857143,4
481,5.675862068965517,2
482,5.647878787878788,1
483,5.62,1
484,5.789062500000001,1
485,5.601111111111113,1
486,5.618181818181819,3
487,5.3434374999999985,3
488,5.4864,4
489,5.372000000000001,1
490,5.260645161290323,4
491,5.6033333333333335,2
492,5.7680000000000025,3
493,5.307142857142859,1
494,5.316595744680852,1
495,5.627874999999998,2
496,5.454102564102562,2
497,5.305846153846153,1
498,5.161411764705881,2
499,5.757162162162161,3
500,5.27860465116279,1
501,5.609302325581397,1
502,5.5936,1
503,5.572380952380953,1
504,5.301999999999999,1
505,5.466153846153847,1
506,5.408333333333335,1
507,5.6156250000000005,1
508,5.649999999999999,1
509,5.261842105263158,1
510,5.77027027027027,3
511,5.386060606060607,1
512,5.373111111111113,1
513,5.24009090909091,3
514,5.605,2
515,5.4404,2
516,5.8414285714285725,3
517,5.164047619047618,3
518,5.506714285714287,3
519,5.8874999999999975,2
520,5.4733333333333345,3
521,4.893225806451613,1
522,5.165210526315788,1
523,5.724528301886791,4
524,5.135789473684211,3
525,5.243902439024391,4
526,5.6601639344262304,3
527,5.789999999999999,2
528,5.68262295081967,2
529,5.508333333333335,1
530,5.729565217391304,1
531,5.547288135593221,4
532,5.7205555555555545,4
533,5.205633802816903,4
534,5.46390243902439,3
535,5.390192307692309,4
536,5.413333333333332,1
537,5.373472222222217,2
538,5.119302325581394,1
539,5.770666666666667,1
540,5.480212765957446,3
541,5.5070212765957445,3
542,5.193636363636363,1
543,5.699444444444442,4
544,5.013793103448274,1
545,5.511363636363637,3
546,5.284864864864865,1
547,5.205625000000001,1
548,5.667894736842108,2
549,5.508333333333333,2
550,5.281142857142857,1
551,5.401129032258064,1
552,5.753124999999999,1
553,5.600000000000001,1
554,5.626728971962618,3
555,5.556666666666668,1
556,5.545645161290321,1
557,5.414999999999997,1
558,5.630909090909093,1
559,5.644347826086958,1
560,5.2457142857142856,1
561,5.356363636363635,1
562,5.601578947368422,1
563,5.213333333333335,2
564,5.418181818181819,1
565,5.519999999999999,1
566,5.471931818181819,4
567,5.305161290322582,2
568,5.7751351351351365,1
569,5.13090909090909,1
570,5.320540540540541,1
571,5.336833333333333,1
572,4.928947368421054,3
573,5.366037735849054,1
574,5.526271186440679,1
575,5.499823008849559,1
576,5.393148148148148,1
577,5.004761904761905,1
578,5.910399999999999,2
579,5.975185185185183,2
580,5.361500000000001,1
581,5.970270270270271,1
582,5.2955555555555565,2
583,5.643888888888887,4
584,5.558518518518518,2
585,5.580000000000001,3
586,5.560175438596492,1
587,6.0038888888888895,3
588,5.571395348837209,3
589,5.161052631578947,1
590,5.3664788732394335,3
591,5.743333333333332,1
592,5.240000000000001,3
593,5.1315686274509815,2
594,5.867843137254901,3
595,5.833333333333332,2
596,5.147878787878788,3
597,5.167619047619044,1
598,5.289756097560974,2
599,5.501720430107524,4
600,5.3731884057971016,1
601,5.457614213197968,2
602,5.177216494845363,4
603,5.651836734693875,3
604,5.3683673469387765,3
605,5.446333333333333,2
606,5.25625,1
607,5.476470588235292,3
608,5.4996078431372535,1
609,5.164965034965035,2
610,5.266666666666667,2
611,5.595384615384615,2
612,5.7305882352941175,1
613,5.539428571428572,4
614,5.559583333333332,1
615,5.792222222222222,2
616,5.730655737704918,3
617,5.805599999999999,3
618,5.4778378378378365,3
619,5.557619047619045,4
620,5.652844036697246,3
621,5.467391304347825,3
622,5.65840909090909,4
623,5.330877192982455,2
624,5.628181818181819,1
625,5.23590909090909,2
626,5.187222222222221,3
627,5.161063829787235,1
628,5.4455737704918015,3
629,5.3017647058823565,4
630,5.224444444444444,4
631,5.365769230769232,1
632,5.91511111111111,3
633,5.282727272727271,1
634,5.713508771929824,3
635,5.9527777777777775,1
636,5.82,3
637,5.768923076923075,3
638,5.592499999999999,1
639,5.557407407407408,1
640,5.8464705882352925,1
641,5.714368932038838,1
642,5.455175438596492,1
643,5.298571428571429,2
644,5.7048648648648665,1
645,5.676,3
646,5.635416666666668,2
647,5.697421874999999,1
648,5.534054054054054,3
649,5.674193548387097,3
650,5.476964285714287,1
651,5.781250000000001,1
652,5.586999999999999,1
653,5.2942857142857145,3
654,5.473947368421052,1
655,5.4659999999999975,3
656,5.5448837209302315,2
657,5.351800000000001,1
658,5.644065934065932,3
659,5.52103448275862,1
660,5.6530000000000005,1
661,5.766250000000002,3
662,5.676666666666666,1
663,5.34,4
664,5.529677419354839,1
665,5.663783783783785,1
666,5.253684210526316,3
667,5.366896551724136,3
668,5.4976068376068365,1
669,4.98,2
670,5.816875,3
671,5.637037037037038,3
672,5.097435897435896,1
673,5.759999999999998,1
674,5.45888888888889,1
675,5.2250000000000005,1
676,5.695384615384616,1
677,5.3442857142857125,2
678,5.532105263157893,1
679,5.747407407407408,3
680,5.702166666666665,3
681,5.554074074074073,1
682,5.603783783783785,1
683,6.041803278688525,2
684,5.0741176470588245,1
685,5.340714285714286,3
686,5.355461538461538,1
687,5.765363636363637,2
688,5.525238095238096,1
689,5.576666666666665,4
690,5.641379310344826,2
691,5.680714285714287,1
692,5.7974999999999985,2
693,5.5617777777777775,1
694,5.862278481012659,1
695,5.841585365853661,1
696,5.481500000000001,2
697,5.266,1
698,5.766666666666668,1
699,5.2363888888888885,2
700,5.617333333333333,4
701,5.77653846153846,1
702,5.9123529411764695,4
703,5.967407407407406,3
704,5.312631578947372,3
705,5.219722222222222,4
706,5.707878787878786,3
707,5.358032786885243,2
708,5.008333333333334,1
709,5.367894736842104,4
710,5.171558441558443,2
711,5.27783505154639,3
712,5.275,1
713,5.056521739130434,1
714,5.326363636363637,1
715,5.3548148148148185,1
716,5.4276470588235295,4
717,5.412592592592595,2
718,5.586666666666665,3
719,5.206507936507936,3
720,5.307113402061856,1
721,5.332463768115943,1
722,5.388524590163933,4
723,5.4970129870129885,3
724,5.952931034482758,4
725,6.004074074074078,1
726,5.501935483870968,2
727,5.845714285714284,2
728,5.664814814814815,3
729,5.570227272727274,1
730,5.593076923076923,3
731,5.8887755102040815,2
732,5.555322580645161,1
733,5.687499999999997,4
734,5.8588571428571425,1
735,5.7402000000000015,1
736,5.874583333333333,4
737,5.619111111111112,1
738,6.001379310344826,1
739,5.687179487179487,1
740,5.864958677685951,2
741,5.368000000000002,1
742,5.70909090909091,1
743,5.5106122448979615,1
744,5.668775510204079,1
745,5.428888888888888,1
746,5.616666666666667,1
747,5.627999999999999,4
748,5.665405405405402,2
749,6.158947368421052,4
750,5.254117647058823,4
751,5.994117647058824,4
752,5.906666666666666,2
753,5.554257425742573,3
754,5.004888888888889,1
755,5.250215827338127,2
756,5.72625,2
757,5.989756097560973,3
758,5.270526315789475,4
759,5.1466666666666665,3
760,5.1584931506849285,1
761,5.512857142857142,3
762,5.319508196721314,4
763,5.197058823529412,1
764,5.503999999999999,3
765,5.753852459016397,3
766,5.288124999999999,1
767,5.536999999999999,1
768,5.575135135135137,4
769,5.2265562913907315,1
770,5.0779310344827575,1
771,5.496363636363636,1
772,5.6338888888888885,1
773,4.987058823529414,1
774,5.129374999999999,1
775,5.364799999999999,3
776,5.759512195121952,4
777,5.51842105263158,3
778,5.212258064516129,1
779,5.6485714285714295,2
780,5.693000000000001,1
781,5.627142857142856,3
782,5.605333333333334,1
783,5.273170731707316,1
784,5.4329032258064505,2
785,5.153548387096775,3
786,5.391538461538461,3
787,5.6144000000000025,3
788,5.385714285714287,1
789,5.019333333333332,1
790,5.725714285714287,2
791,5.296065573770491,1
792,5.445882352941176,3
793,5.719615384615383,2
794,5.340714285714285,3
795,5.3252000000000015,2
796,5.882580645161291,3
797,5.487499999999999,1
798,5.621159420289855,3
799,5.280204081632654,2
800,5.746,4
801,5.4768000000000026,4
802,5.519104477611941,1
803,6.19529411764706,4
804,5.556874999999999,1
805,5.447179487179487,1
806,5.751428571428571,1
807,5.950967741935482,1
808,5.337592592592591,1
809,5.671411764705884,4
810,5.313840000000001,2
811,5.2622857142857145,1
812,5.471515151515153,3
813,5.315102040816328,3
814,5.130909090909087,3
815,5.22925,2
816,5.1695238095238105,1
817,5.2998901098901126,3
818,5.1185,2
819,4.878620689655173,4
820,5.100416666666668,2
821,5.102560975609757,4
822,5.111875000000001,4
823,5.272769230769232,1
824,5.110000000000001,1
825,5.634062499999999,1
826,5.1240740740740724,2
827,5.264814814814814,1
828,5.331250000000002,2
829,5.689259259259264,1
830,5.338888888888889,3
831,5.334117647058825,1
832,5.426181818181819,2
833,5.083333333333333,1
834,5.2684848484848485,4
835,5.76857142857143,3
836,5.468928571428571,3
837,5.61625,1
838,5.4081666666666655,4
839,5.3407246376811575,3
840,5.555384615384615,4
841,5.411956521739131,4
842,5.351666666666668,3
843,6.01470588235294,2
844,5.746111111111107,1
845,5.7239999999999975,4
846,5.4205000000000005,3
847,5.691363636363634,1
848,5.2950724637681175,4
849,5.384565217391304,1
850,5.834545454545454,3
851,6.012307692307693,3
852,5.894117647058827,1
853,5.520804597701153,2
854,5.5235,3
855,5.255294117647058,2
856,5.73969696969697,1
857,5.635714285714287,3
858,5.558571428571428,4
859,5.564561403508768,2
860,5.493333333333332,4
861,5.718409090909092,4
862,5.3680769230769245,2
863,5.608395061728392,2
864,5.931111111111113,2
865,5.647468354430377,3
866,5.8872727272727285,3
867,5.334054054054053,1
868,5.605500000000001,2
869,5.775555555555558,4
870,5.661839080459773,4
871,5.4903703703703695,4
872,5.259166666666666,4
873,5.698095238095242,3
874,5.612903225806449,4
875,5.123888888888888,4
876,5.828124999999999,4
877,5.4412121212121205,1
878,5.72,1
879,5.4158333333333335,1
880,5.577428571428572,3
881,5.984347826086958,4
882,5.803170731707318,1
883,5.603636363636364,4
884,5.796666666666668,1
885,5.148999999999999,1
886,5.573098591549294,3
887,5.613636363636363,1
888,5.4739999999999975,4
889,5.742222222222222,1
890,5.621764705882351,1
891,5.637631578947369,1
892,5.835999999999999,2
893,5.551058823529411,3
894,5.652666666666668,4
895,5.62871794871795,3
896,5.633333333333335,3
897,5.977142857142858,2
898,5.6477358490566045,3
899,5.782388059701494,1
900,5.752923076923077,2
901,5.679999999999999,1
902,5.698064516129032,2
903,5.474814814814813,4
904,5.190344827586206,1
905,5.252265193370168,2
906,5.329999999999999,2
907,4.997931034482758,4
908,5.5974999999999975,1
909,5.247000000000001,1
910,5.3527272727272734,3
911,5.605714285714287,3
912,5.289111111111112,3
913,5.44646153846154,2
914,5.650384615384616,3
915,5.302500000000001,1
916,5.352962962962963,3
917,5.461893939393937,4
918,5.247272727272726,4
919,5.462222222222222,1
920,5.370232558139534,1
921,5.818222222222222,1
922,5.100571428571428,1
923,5.791142857142857,1
924,5.326666666666667,1
925,5.5200000000000005,1
926,5.425,2
927,5.520952380952378,3
928,5.317857142857143,1
929,5.256000000000001,1
930,5.6613953488372095,2
931,5.563478260869566,4
932,5.468461538461539,3
933,5.4814634146341445,2
934,5.494545454545455,3
935,6.092413793103446,1
936,5.25925,2
937,5.339375,1
938,5.483333333333335,1
939,5.4743999999999975,4
940,5.526268656716418,1
941,5.703076923076923,1
942,5.367731958762887,2
943,5.0905263157894725,1
944,5.862666666666668,2
945,5.688433734939758,1
946,5.478292682926829,1
947,5.076190476190477,3
948,5.473870967741934,1
949,5.814871794871796,1
950,5.620869565217391,1
951,5.472666666666668,2
952,5.377999999999999,1
953,5.36975,1
954,5.582857142857144,1
955,5.316521739130437,2
956,5.583333333333332,1
957,5.613846153846153,1
958,5.227499999999998,1
959,5.505333333333333,1
960,5.520674157303373,2
961,5.510566037735847,3
962,5.507441860465118,1
963,5.42952380952381,1
964,5.296315789473684,1
965,5.700588235294116,2
966,5.430714285714285,1
967,5.161157894736845,1
968,5.255,3
969,5.61032258064516,4
970,5.383999999999998,1
971,5.704230769230768,3
972,5.8406666666666665,1
973,5.402159090909091,2
974,5.562500000000001,1
975,5.425147058823528,4
976,5.4675,2
977,5.6157142857142865,1
978,5.559230769230768,4
979,5.449387755102039,2
980,5.382934131736529,1
981,5.2973333333333334,1
982,5.426818181818181,1
983,5.375932203389831,1
984,5.131515151515151,3
985,4.993666666666666,1
986,5.2389090909090905,2
987,5.579833333333331,3
988,5.079999999999999,1
989,5.42448275862069,1
990,5.5464102564102555,4
991,5.4797115384615385,4
992,5.215953488372099,2
993,5.430714285714283,1
994,5.419210526315788,4
995,5.651730769230768,4
996,5.240526315789474,2
997,5.041341463414634,1
998,5.751428571428571,1
999,5.056808510638299,2
1000,5.383404255319149,1
1001,5.288070175438596,3
1002,5.301702127659574,1
1003,5.094193548387096,1
1004,5.430181818181817,3
1005,5.329117647058824,1
1006,5.482857142857144,4
1007,6.043428571428571,1
1008,5.6000000000000005,2
1009,5.6483333333333325,2
1010,5.691219512195122,1
1011,5.539999999999997,2
1012,5.3933333333333335,3
1013,5.401300000000003,4
1014,5.2159375,1
1015,5.611372549019609,1
1016,5.293636363636362,4
1017,5.415377358490567,3
1018,5.355294117647058,2
1019,5.591478873239439,4
1020,5.402530120481926,2
1021,5.597241379310347,1
1022,5.553134328358209,1
1023,5.423636363636364,4
1024,5.519285714285713,3
1025,5.578269230769231,1
1026,5.632448979591834,4
1027,5.533658536585366,4
1028,5.5229090909090885,1
1029,5.219166666666665,1
1030,5.499677419354838,1
1031,5.856923076923076,4
1032,5.702727272727272,4
1033,5.513333333333333,1
1034,5.318,2
1035,5.584,4
1036,5.455957446808513,3
1037,5.005882352941176,3
1038,5.365714285714286,2
1039,5.242564102564104,3
1040,5.332631578947368,1
1041,5.293396226415093,1
1042,5.5363829787234025,1
1043,5.2429411764705875,4
1044,5.686666666666667,1
1045,5.125416666666666,3
1046,5.780000000000001,1
1047,5.703571428571429,3
1048,5.4595588235294095,1
1049,5.705925925925926,1
1050,5.723428571428572,1
1051,6.046999999999999,3
1052,5.2908333333333335,1
1053,6.178918918918918,4
1054,5.38,3
1055,6.020560747663554,3
1056,5.437272727272727,1
1057,5.766222222222222,1
1058,5.1172972972972985,4
1059,5.480779220779223,1
1060,5.774237288135593,3
1061,5.498285714285713,4
1062,5.740454545454546,1
1063,5.283846153846156,1
1064,5.272873563218392,1
1065,6.066666666666666,2
1066,5.623157894736842,2
1067,5.387671232876708,4
1068,5.1826373626373625,3
1069,5.785142857142858,4
1070,5.382962962962963,4
1071,5.882307692307693,1
1072,5.375555555555555,2
1073,5.27126984126984,2
1074,5.466538461538462,1
1075,5.3108928571428615,1
1076,5.7397959183673475,3
1077,5.721571428571429,4
1078,5.547999999999999,1
1079,5.455200000000001,1
1080,5.471428571428572,1
1081,5.6999999999999975,2
1082,5.811499999999998,2
1083,5.491538461538461,1
1084,5.8162499999999975,2
1085,5.501212121212121,1
1086,5.437199999999999,3
1087,5.25657894736842,3
1088,5.8860606060606075,3
1089,6.323333333333334,4
1090,5.675918367346939,1
1091,5.643870967741936,1
1092,5.672857142857143,1
1093,5.5265625,2
1094,5.130434782608696,1
1095,5.201428571428571,1
1096,5.768591549295776,3
1097,5.488085106382978,1
1098,5.620098039215686,4
1099,5.611851851851852,1
1100,5.556153846153847,1
1101,5.809230769230767,4
1102,5.370000000000001,1
1103,5.671,2
1104,5.228,1
1105,5.242173913043478,1
1106,5.351481481481481,1
1107,5.316470588235295,1
1108,5.530263157894738,2
1109,4.965714285714285,2
1110,5.361219512195122,4
1111,5.621744186046512,3
1112,5.145000000000001,1
1113,5.557999999999999,1
1114,5.411742424242426,3
1115,5.3199999999999985,1
1116,5.509565217391305,1
1117,5.8488000000000016,1
1118,5.867096774193549,4
1119,5.40925925925926,1
1120,5.411612903225807,4
1121,5.652258064516129,1
1122,5.337549019607847,4
1123,5.614782608695654,3
1124,5.053333333333333,2
1125,5.407916666666666,2
1126,5.913818181818181,4
1127,5.578500000000003,4
1128,5.572173913043478,3
1129,5.492857142857144,1
1130,5.5920000000000005,3
1131,5.0862500000000015,4
1132,5.860000000000001,2
1133,5.176438356164387,4
1134,5.816923076923077,3
1135,5.425555555555555,4
1136,5.380810810810812,1
1137,5.7510714285714295,3
1138,5.308076923076924,2
1139,5.777708333333334,4
1140,5.3863414634146345,3
1141,5.9093750000000025,4
1142,5.806153846153848,4
1143,6.007619047619048,3
1144,5.222499999999998,3
1145,5.787187500000001,4
1146,5.985833333333333,1
1147,5.6088235294117625,3
1148,5.191999999999998,1
1149,6.0165517241379325,3
1150,5.202758620689656,1
1151,5.614452054794519,4
1152,5.746176470588236,1
1153,5.635342465753428,1
1154,5.200869565217389,1
